User Selection,Task Size,Offloading Ratio,Delay,UAV Hover Location X,UAV Hover Location Y
3,2243758,0.00,11.22,0.00,0.00
3,2606103,0.07,12.14,0.00,32.61
3,2127733,0.04,10.16,0.00,32.61
2,2253687,0.00,11.27,77.12,100.00
2,2179601,0.06,10.19,77.12,100.00
2,2213067,0.00,11.07,77.12,100.00
2,2245162,0.00,11.23,0.00,100.00
2,2443372,0.00,12.22,0.00,100.00
2,2483687,0.00,12.42,0.00,100.00
2,2614788,0.03,12.74,0.00,100.00
2,2533770,0.00,12.67,0.00,100.00
3,2554672,0.00,12.77,0.00,100.00
3,2132486,0.00,10.66,0.00,100.00
3,2129788,0.00,10.65,100.00,100.00
2,2155700,0.04,10.40,100.00,100.00
3,2593165,0.00,12.97,43.30,100.00
3,2349521,0.00,11.75,43.30,100.00
2,2527544,0.07,11.72,100.00,0.00
2,2376890,0.00,11.88,43.29,8.05
3,2212413,0.00,11.02,0.00,100.00
2,2205237,0.00,11.02,0.00,100.00
2,2375489,0.07,11.00,0.00,0.00
3,2620251,0.01,12.94,0.00,0.00
2,2564569,0.05,12.23,63.96,100.00
2,2142549,0.00,10.70,0.00,0.00
3,2115743,0.00,10.58,0.00,100.00
2,2549998,0.00,12.75,0.00,100.00
2,2104254,0.00,10.52,0.00,100.00
3,2165143,0.02,10.58,100.00,0.00
3,2123453,0.01,10.46,100.00,0.00
2,2391128,0.00,11.96,0.08,100.00
3,2374035,0.00,11.87,0.00,0.00
3,2385085,0.00,11.93,0.00,100.00
2,2400707,0.00,12.00,0.00,100.00
3,2126271,0.00,10.63,0.00,100.00
3,2329604,0.05,11.10,0.00,100.00
2,2388605,0.00,11.94,0.00,100.00
2,2419171,0.00,12.10,0.00,100.00
2,2332087,0.01,11.59,0.00,100.00
3,2599406,0.04,12.53,0.00,100.00
2,2196726,0.04,10.59,0.00,100.00
2,2429543,0.00,12.15,0.00,100.00
3,2572188,0.05,12.27,0.00,100.00
2,2169250,0.00,10.81,0.00,100.00
3,2505739,0.02,12.32,0.00,100.00
3,2563781,0.00,12.82,0.00,100.00
3,2151412,0.00,10.76,0.00,100.00
2,2393777,0.00,11.97,0.00,100.00
3,2562958,0.01,12.70,0.00,100.00
3,2224051,0.00,11.12,0.00,100.00
2,2440334,0.00,12.20,0.00,100.00
3,2244282,0.00,11.22,0.00,100.00
2,2455021,0.04,11.84,0.00,100.00
2,2226545,0.00,11.13,0.00,100.00
2,2217536,0.03,10.76,73.72,100.00
3,2291221,0.00,11.46,73.72,100.00
